product_id,total_product_sales,total_product_quantity,average_product_revenue,product_velocity,product_total_revenue,product_rank_by_revenue,product_popularity_rank,product_revenue_contribution,weekend_sales_ratio,slow_moving_inventory_flag,daily_demand_std,safety_stock,reorder_point,assumed_current_stock,days_to_stockout,low_stock_flag,inventory_risk_score
21209,453.75,235,8.897058823529411,0.625,453.75,2366,2362,4.692098996696118e-05,0.11914893617021277,0,2.6683952730683163,13.837424172631746,18.212424172631746,6.25,10.0,1,1.0
21210,13538.869999999999,9405,18.345352303523033,25.013297872340427,13538.869999999999,138,100,0.0014000158312594858,0.10303030303030303,0,36.023952532008046,186.80842249692617,361.90150760330914,250.13297872340428,10.0,1,1.0
21211,2098.47,1524,15.206304347826086,4.053191489361702,2098.47,1021,869,0.0002169967819635681,0.047900262467191604,0,30.679979842245125,159.0963299064683,187.46867033200022,40.53191489361702,10.0,1,1.0
21212,31352.07,59346,16.50108947368421,157.83510638297872,31352.07,23,1,0.0032420279050434484,0.11488558622316584,0,61.40957094993679,318.44992759131014,1423.2956722721613,1578.351063829787,10.0,0,0.9017611454583473
21213,13224.609999999999,25353,15.431283547257875,67.42819148936171,13224.609999999999,146,12,0.0013675191033101367,0.13939178795408827,0,109.27762883189115,566.6780023139313,1038.6753427394633,674.2819148936171,10.0,1,1.0
21214,2919.37,2005,14.381133004926108,5.332446808510638,2919.37,804,686,0.0003018837035368539,0.07630922693266833,0,22.63633917098411,117.38464311709457,154.71177077666903,53.32446808510638,10.0,1,1.0
21215,1841.46,3368,10.583103448275862,8.957446808510639,1841.46,1121,414,0.00019042011280343877,0.07304038004750593,0,32.336617804956504,167.68711194760218,230.38923960717665,89.57446808510639,10.0,1,1.0
21216,9067.97,1805,22.84123425692695,4.800531914893617,9067.97,237,764,0.0009376928471420495,0.15900277008310248,0,9.800141481103495,50.820324857606174,84.42404826186149,48.005319148936174,10.0,1,1.0
21217,18446.24,1820,28.957990580847728,4.840425531914893,18446.24,78,758,0.0019074729299573734,0.06373626373626373,0,4.748171727283361,24.62246388233476,58.505442605739006,48.40425531914893,10.0,1,1.0
21218,10839.82,2833,20.07374074074074,7.534574468085107,10839.82,186,493,0.0011209147889006395,0.13166254853512177,0,9.199934859467197,47.70784984364257,100.44987112023833,75.34574468085107,10.0,1,1.0
21219,753.98,570,8.021063829787234,1.5159574468085106,753.98,1916,1650,7.796691573617498e-05,0.16842105263157894,0,3.707255680533926,19.2246140913596,29.836316219019174,15.159574468085106,10.0,1,1.0
21220,453.71,325,6.131216216216216,0.8643617021276596,453.71,2367,2106,4.691685368134426e-05,0.15692307692307692,0,2.7306079649330894,14.160038822321265,20.210570737214884,8.643617021276595,10.0,1,1.0
21221,388.21999999999997,286,6.810877192982455,0.7606382978723404,388.21999999999997,2497,2214,4.014472005503839e-05,0.22727272727272727,0,2.6048454576339126,13.507875637924913,18.832343723031297,7.606382978723404,10.0,1,1.0
21222,461.48,358,7.443225806451613,0.9521276595744681,461.48,2349,2021,4.77203271624314e-05,0.12011173184357542,0,2.841191439225143,14.733488511618212,21.39838212863949,9.52127659574468,10.0,1,1.0
21223,587.08,492,13.342727272727274,1.3085106382978724,587.08,2158,1784,6.07082639995671e-05,0.08130081300813008,0,10.684594862505856,55.40681049671097,64.56638496479607,13.085106382978724,10.0,1,1.0
21224,1646.95,1281,10.42373417721519,3.4069148936170213,1646.95,1201,1001,0.00017030638991975036,0.13817330210772832,0,6.528040445396887,33.85228027149932,57.70068452681846,34.069148936170215,10.0,1,1.0
21225,2.5,2,1.25,0.005319148936170213,2.5,4187,4046,2.5851785105763736e-07,0.0,1,0.07283518750581405,0.37769943395687994,0.4149334765100714,0.05319148936170213,10.0,1,1.0
21226,151.25,121,7.9605263157894735,0.32180851063829785,151.25,3132,2742,1.5640329988987063e-05,0.5041322314049587,0,1.9418624532221747,10.069862857778554,12.32252243224664,3.2180851063829783,10.0,1,1.0
21228,116.32,92,3.877333333333333,0.24468085106382978,116.32,3259,2904,1.2028318574009751e-05,0.32608695652173914,0,1.2769644857521842,6.621919706229054,8.334685663675863,2.4468085106382977,10.0,1,1.0
21231,16681.25,13452,15.575396825396826,35.776595744680854,16681.25,95,56,0.0017249603611820853,0.1135890573892358,0,17.867007512362232,92.65245075924119,343.08862097200716,357.76595744680856,10.0,0,0.9589750065397611
21232,33750.95,26495,18.688233665559245,70.46542553191489,33750.95,19,10,0.003490089226061506,0.11658803547839215,0,0.0,0.0,493.2579787234042,704.6542553191489,10.0,0,0.6999999900660504
21238,4670.2699999999995,5493,8.460634057971014,14.60904255319149,4670.2699999999995,518,227,0.00048293926570358077,0.0977607864554888,0,18.402719310313476,95.43047673513445,197.6937746074749,146.0904255319149,10.0,1,1.0
21239,3776.03,4397,8.103068669527897,11.694148936170214,3776.03,629,296,0.0003904684644516682,0.10643620650443485,0,17.191147111437683,89.14766001722937,171.00670257042088,116.94148936170214,10.0,1,1.0
21240,3468.5099999999998,4047,7.589737417943106,10.763297872340425,3468.5099999999998,688,330,0.0003586687006287703,0.11193476649369903,0,16.335640667827168,84.7112837194082,160.0543688257912,107.63297872340425,10.0,1,1.0
21241,1868.22,2212,7.130610687022901,5.882978723404255,1868.22,1109,633,0.0001931872878811597,0.20298372513562388,0,11.897658152071193,61.697359522703714,102.8782105865335,58.829787234042556,10.0,1,1.0
21242,6254.34,3732,17.135178082191782,9.925531914893616,6254.34,388,361,0.0006467434146335295,0.10557341907824223,0,19.186100169557964,99.49283336853611,168.97155677279142,99.25531914893617,10.0,1,1.0
21243,5482.509999999999,3364,18.336153846153845,8.946808510638299,5482.509999999999,446,415,0.0005669306814408029,0.13495838287752676,0,20.2751036936247,105.14004907158103,167.76770864604913,89.46808510638299,10.0,1,1.0
21244,4632.33,2861,17.61342205323194,7.60904255319149,4632.33,521,484,0.00047901599879593014,0.12513107305138063,0,18.97475721445515,98.39687800346294,151.66017587580336,76.09042553191489,9.999999999999998,1,1.0
21245,2491.2999999999997,1498,13.61366120218579,3.984042553191489,2491.2999999999997,908,884,0.0002576182089359568,0.2416555407209613,0,10.867677366738384,56.35621641689911,84.24451428923953,39.84042553191489,10.0,1,1.0
21246,2329.05,459,20.07801724137931,1.2207446808510638,2329.05,963,1848,0.00024084040040231615,0.14161220043572983,0,2.666672429071788,13.8284900677771,22.373702833734548,12.207446808510639,10.0,1,1.0
21247,664.73,422,8.206543209876543,1.122340425531915,664.73,2033,1899,6.873782845341732e-05,0.10900473933649289,0,3.180931662443372,16.495270067980183,24.35165304670359,11.22340425531915,10.0,1,1.0
21248,937.12,763,9.96936170212766,2.029255319148936,937.12,1694,1404,9.690489943325325e-05,0.04456094364351245,0,9.777890459806331,50.70493834681797,64.90972558086052,20.29255319148936,10.0,1,1.0
21249,2634.99,939,17.45026490066225,2.497340425531915,2634.99,861,1250,0.00027247678094334554,0.11075612353567625,0,8.745893869380538,45.35334193583684,62.83472491456024,24.97340425531915,10.0,1,1.0
21250,729.08,309,17.782439024390246,0.8218085106382979,729.08,1946,2154,7.53920779396409e-05,0.09385113268608414,0,6.583425890362912,34.13949105421952,39.8921506286876,8.21808510638298,10.0,1,1.0
21251,1132.68,416,12.871363636363638,1.1063829787234043,1132.68,1519,1912,0.00011712719981438588,0.10096153846153846,0,6.466270368788294,33.5319608796027,41.276641730666526,11.063829787234043,10.0,1,1.0
21252,408.66,168,18.575454545454548,0.44680851063829785,408.66,2456,2551,4.225836200528564e-05,0.005952380952380952,0,3.184519291913204,16.51387433971209,19.641533914180172,4.468085106382978,10.0,1,1.0
21253,670.1800000000001,207,10.471562500000001,0.550531914893617,670.1800000000001,2021,2444,6.930139736872297e-05,0.0821256038647343,0,2.5219251342929914,13.077877991706355,16.931601395961675,5.50531914893617,10.0,1,1.0
21254,-11.8,-4,-11.8,-0.010638297872340425,-11.8,4244,4251,-1.2202042569920485e-06,0.0,1,0.20628424925175867,1.069722572903238,1.069722572903238,0.0,999.0,0,0.0
21255,838.63,463,8.557448979591836,1.2313829787234043,838.63,1812,1844,8.672033017298658e-05,0.2548596112311015,0,4.58137379129916,23.757504401021144,32.37718525208497,12.313829787234043,10.0,1,1.0
21256,588.64,326,9.056,0.8670212765957447,588.64,2151,2102,6.0869579138627066e-05,0.06748466257668712,0,4.004447881653529,20.76575553663031,26.83490447280052,8.670212765957446,10.0,1,1.0
21257,7415.860000000001,884,24.802207357859533,2.351063829787234,7415.860000000001,307,1287,0.0007668528763777163,0.1334841628959276,0,5.961131788392332,30.912477599352925,47.369924407863564,23.51063829787234,10.0,1,1.0
21258,15590.49,1082,36.77002358490566,2.877659574468085,15590.49,109,1131,0.001612167988694234,0.07301293900184842,0,4.964506646297772,25.74430593773316,45.88792295900976,28.77659574468085,10.0,1,1.0
21259,7316.33,1205,18.109727722772277,3.2047872340425534,7316.33,315,1036,0.0007565607636914096,0.14024896265560166,0,4.306036501773984,22.329695371318586,44.76320600961646,32.047872340425535,10.0,1,1.0
21260,7995.95,2398,20.60811855670103,6.377659574468085,7995.95,277,596,0.0008268383244657262,0.07881567973311093,0,29.04591181057674,150.6225881376438,195.2662051589204,63.77659574468085,10.0,1,1.0
21261,542.61,105,13.913076923076924,0.27925531914893614,542.61,2220,2832,5.610974846495385e-05,0.12380952380952381,0,1.1749362439319695,6.092834651288616,8.047621885331168,2.7925531914893615,10.0,1,1.0
21262,1309.31,299,19.541940298507463,0.7952127659574468,1309.31,1401,2179,0.00013539200302731006,0.05016722408026756,0,3.4313190400500404,17.79369702383084,23.36018638553297,7.952127659574469,10.0,1,1.0
21263,326.85,135,19.226470588235294,0.35904255319148937,326.85,2639,2683,3.379862384727551e-05,0.0,0,3.909826681689492,20.275080975465972,22.7883788478064,3.5904255319148937,10.0,1,1.0
21264,352.11,109,16.767142857142858,0.2898936170212766,352.11,2582,2811,3.641068821436188e-05,0.22935779816513763,0,1.698157115420267,8.806086772452996,10.835342091601932,2.8989361702127656,10.0,1,1.0
21265,395.2,172,19.759999999999998,0.4574468085106383,395.2,2487,2539,4.086650189519131e-05,0.20930232558139536,0,4.506386327257846,23.36864396567174,26.57077162524621,4.574468085106383,10.0,1,1.0
21266,98.9,23,10.988888888888889,0.061170212765957445,98.9,3337,3501,1.0226966187840135e-05,0.0,1,0.5048909720098204,2.6181992642337293,3.0463907535954315,0.6117021276595744,10.0,1,1.0
21267,74.6,24,7.459999999999999,0.06382978723404255,74.6,3462,3489,7.714172675559899e-06,0.125,1,0.4515693674475952,2.3416908820837223,2.78849939272202,0.6382978723404255,10.0,1,1.0
21268,261.66,397,5.031923076923078,1.0558510638297873,261.66,2794,1950,2.705751236309656e-05,0.13602015113350127,0,6.075486730056466,31.505484883548736,38.896442330357246,10.558510638297873,10.0,1,1.0
21269,798.84,86,16.996595744680853,0.22872340425531915,798.84,1855,2934,8.260576005555322e-05,0.19767441860465115,0,0.6699846510362111,3.4743210269895273,5.075384856776761,2.2872340425531914,10.0,1,1.0
21270,344.24,26,21.515,0.06914893617021277,344.24,2602,3455,3.559687401923244e-05,0.11538461538461539,0,0.3658856931140269,1.897363402422178,2.3814059556136673,0.6914893617021277,10.0,1,1.0
21272,2362.33,1817,9.374325396825396,4.832446808510638,2362.33,955,760,0.0002442817900355954,0.10676940011007155,0,11.699395328983025,60.66923343942678,94.49636109900125,48.32446808510638,10.0,1,1.0
21274,2407.94,174,22.504112149532713,0.4627659574468085,2407.94,933,2533,0.00024899818971029094,0.09195402298850575,0,1.013875368283177,5.257625686386968,8.496987388514627,4.627659574468085,10.0,1,1.0
21275,1322.9,226,25.440384615384616,0.601063829787234,1322.9,1393,2392,0.00013679730606565941,0.05752212389380531,0,2.3563585321242804,12.219303804383857,16.426750612894494,6.01063829787234,10.0,1,1.0
21276,1482.74,661,46.335625,1.7579787234042554,1482.74,1300,1526,0.0001533259033908805,0.25113464447806355,0,10.767974252548438,55.83918871253198,68.14503977636177,17.579787234042556,10.0,1,1.0
21277,716.01,27,24.69,0.07180851063829788,716.01,1961,3436,7.404054661431157e-05,0.18518518518518517,0,0.2969227518520194,1.5397441695948775,2.0424037440629625,0.7180851063829787,10.0,1,1.0
21278,1255.0,1519,10.91304347826087,4.039893617021277,1255.0,1432,872,0.00012977596123093396,0.019749835418038184,0,107.28186428402202,556.3286208424934,584.6078761616423,40.39893617021277,10.0,1,1.0
21279,952.6600000000001,1809,11.90825,4.8111702127659575,952.6600000000001,1682,761,9.851184639542753e-05,0.00552791597567717,0,145.89860948010076,756.5824171363755,790.2606086257372,48.111702127659576,10.0,1,1.0
21280,1322.69,2020,22.418474576271187,5.372340425531915,1322.69,1394,680,0.00013677559056617057,0.12524752475247525,0,112.95884645705179,585.7675915757736,623.3739745544971,53.72340425531915,10.0,1,1.0
21281,1233.65,2110,21.269827586206898,5.611702127659575,1233.65,1441,654,0.00012756821878290176,0.07061611374407582,0,138.06050179551127,715.9365571181501,755.2184720117671,56.11702127659575,10.0,1,1.0
21282,1471.28,344,21.018285714285714,0.9148936170212766,1471.28,1311,2054,0.0001521408575616323,0.10465116279069768,0,3.4491647668171033,17.88623911961292,24.290494438761854,9.148936170212766,10.0,1,1.0
21283,1590.2,500,19.159036144578312,1.3297872340425532,1590.2,1239,1766,0.000164438034700742,0.12,0,4.5205033297864,23.441850118450258,32.75036075674813,13.297872340425531,10.0,1,1.0
21284,1277.31,1133,12.522647058823528,3.0132978723404253,1277.31,1420,1086,0.0001320829745337723,0.09885260370697264,0,8.852710848192327,45.90725981283793,67.00034491922091,30.132978723404253,10.0,1,1.0
21285,919.39,623,15.323166666666667,1.6569148936170213,919.39,1713,1565,9.507149083355248e-05,0.20064205457463885,0,6.6806670368113386,34.643751800002,46.242156055321146,16.569148936170212,10.0,1,1.0
21286,1245.47,724,16.830675675675675,1.925531914893617,1245.47,1438,1452,0.00012879049118270225,0.10911602209944751,0,6.7582867441617225,35.046262187275985,48.524985591531305,19.25531914893617,10.0,1,1.0
21287,1133.6000000000001,2344,27.64878048780488,6.23404255319149,1133.6000000000001,1517,610,0.0001172223343835751,0.3122866894197952,0,47.13717299556884,244.43794501569317,288.0762428880336,62.340425531914896,10.0,1,1.0
21288,1522.6299999999999,634,12.903644067796609,1.6861702127659575,1522.6299999999999,1276,1555,0.00015745081422235616,0.15457413249211358,0,4.670180035103967,24.218024503536633,36.021215992898334,16.861702127659576,10.000000000000002,1,1.0
21289,864.31,865,15.714727272727272,2.300531914893617,864.31,1778,1306,8.937582553905062e-05,0.20346820809248556,0,7.755091212636513,40.21536377678674,56.31908718104206,23.005319148936174,10.0,1,1.0
21290,2.5,2,2.5,0.005319148936170213,2.5,4187,4046,2.5851785105763736e-07,0.0,1,0.10314212462587934,0.534861286451619,0.5720953290048105,0.05319148936170213,10.0,1,1.0
21291,1284.52,1496,11.367433628318583,3.978723404255319,1284.52,1416,887,0.00013282854001622253,0.23529411764705882,0,8.580571820453311,44.496035921550536,72.34709975133777,39.78723404255319,10.0,1,1.0
21292,842.8,1594,12.76969696969697,4.23936170212766,842.8,1806,838,8.71515379485507e-05,0.08030112923462986,0,12.700284243203223,65.85951562720186,95.53504754209547,42.3936170212766,10.0,1,1.0
21293,591.42,225,9.539032258064516,0.598404255319149,591.42,2144,2399,6.115705098900315e-05,0.12,0,2.2852332003849947,11.850471122573582,16.039300909807626,5.98404255319149,10.0,1,1.0
21294,948.26,724,13.54657142857143,1.925531914893617,948.26,1687,1452,9.805685497756609e-05,0.26243093922651933,0,6.351464900554731,32.93661731213388,46.4153407163892,19.25531914893617,10.0,1,1.0
21298,656.1,46,34.53157894736842,0.12234042553191489,656.1,2044,3233,6.784542483156635e-05,0.2826086956521739,1,0.8364565586257813,4.337589831800163,5.193972810523568,1.2234042553191489,10.0,1,1.0
21299,932.9499999999999,162,25.214864864864865,0.4308510638297872,932.9499999999999,1698,2574,9.647369165768911e-05,0.04938271604938271,0,2.819078869730123,14.618819966542596,17.634777413351106,4.308510638297872,10.0,1,1.0
21300,714.2,43,51.01428571428572,0.11436170212765957,714.2,1962,3261,7.385337969014585e-05,0.32558139534883723,1,1.1028235843307073,5.718882010467204,6.519413925360821,1.1436170212765957,10.0,1,1.0
21303,909.09,85,26.73794117647059,0.22606382978723405,909.09,1728,2941,9.400639728719503e-05,0.10588235294117647,0,1.4007470144824725,7.2638153700721535,8.846262178582792,2.2606382978723403,9.999999999999998,1,1.0
21304,591.5799999999999,86,32.86555555555555,0.22872340425531915,591.5799999999999,2143,2934,6.117359613147084e-05,0.08139534883720931,0,1.841977044543203,9.551889833880077,11.152953663667311,2.2872340425531914,10.0,1,1.0
21306,157.62,190,5.837777777777778,0.5053191489361702,157.62,3110,2483,1.6299033473481922e-05,0.3105263157894737,0,4.312459271058569,22.36300174981908,25.90023579237227,5.053191489361702,10.0,1,1.0
21307,612.97,671,9.886612903225807,1.7845744680851063,612.97,2111,1514,6.338547486512e-05,0.08941877794336811,0,13.674457993589352,70.91126172268794,83.40328299928369,17.845744680851062,10.0,1,1.0
21308,690.0,130,98.57142857142857,0.34574468085106386,690.0,1995,2704,7.135092689190791e-05,0.023076923076923078,0,6.499857063349288,33.706130480294085,36.12634324625153,3.4574468085106385,10.0,1,1.0
21309,315.65,48,52.60833333333333,0.1276595744680851,315.65,2661,3216,3.264046387453729e-05,0.0,1,2.1278297804260764,11.034228525317761,11.927845546594357,1.276595744680851,10.0,1,1.0
21310,119.8,4,29.95,0.010638297872340425,119.8,3244,3961,1.2388175422681983e-05,0.0,1,0.16295150042071324,0.8450131259209668,0.9194812110273498,0.10638297872340426,10.0,1,1.0
21311,370.94,248,8.06391304347826,0.6595744680851063,370.94,2540,2318,3.8357844668528005e-05,0.04435483870967742,0,3.97204415279753,20.597720408746195,25.21474168534194,6.595744680851063,10.0,1,1.0
21312,1153.82,286,39.78689655172413,0.7606382978723404,1153.82,1504,2214,0.00011931322676292925,0.01048951048951049,0,6.231630593845886,32.31519583492641,37.639663920032795,7.606382978723404,10.0,1,1.0
21313,2923.2999999999997,3414,13.287727272727272,9.079787234042554,2923.2999999999997,803,406,0.0003022900935987165,0.07381370826010544,0,22.017423790139706,114.1751506036926,177.7336612419905,90.79787234042554,10.0,1,1.0
21314,13421.92,6309,23.10141135972461,16.779255319148938,13421.92,139,187,0.0013879223661870097,0.0752892692978285,0,64.1637629443388,332.7322654683311,450.18705270237365,167.7925531914894,10.0,1,1.0
21315,-17.0,-4,-17.0,-0.010638297872340425,-17.0,4249,4251,-1.7579213871919342e-06,0.0,1,0.20628424925175867,1.069722572903238,1.069722572903238,0.0,999.0,0,0.0
21316,934.34,534,27.480588235294118,1.4202127659574468,934.34,1695,1714,9.661742758287716e-05,0.09925093632958802,0,9.638202651667473,49.98056311183265,59.92205247353478,14.202127659574469,10.0,1,1.0
21317,769.44,245,17.487272727272728,0.651595744680851,769.44,1892,2328,7.95655901271154e-05,0.11836734693877551,0,6.359320517697509,32.977353970469146,37.538524183235104,6.51595744680851,10.0,1,1.0
21318,455.29,263,8.927254901960785,0.699468085106383,455.29,2363,2276,4.708023696321269e-05,0.045627376425855515,0,3.291621644363974,17.069272070964953,21.965548666709633,6.99468085106383,10.0,1,1.0
21319,519.25,311,10.385,0.8271276595744681,519.25,2254,2148,5.369415766467128e-05,0.09646302250803858,0,4.523645520410086,23.458144490176238,29.248038107197516,8.27127659574468,10.0,1,1.0
21320,511.32,186,11.620909090909091,0.4946808510638298,511.32,2263,2497,5.287413904111646e-05,0.10215053763440861,0,2.452747771623832,12.719146839669634,16.181912797116443,4.946808510638298,10.0,1,1.0
21321,267.59999999999997,107,12.742857142857142,0.2845744680851064,267.59999999999997,2784,2824,2.7671750777209502e-05,0.09345794392523364,0,2.711236142138806,14.059582892232118,16.051604168827865,2.845744680851064,10.0,1,1.0
21322,590.45,301,42.175000000000004,0.800531914893617,590.45,2147,2176,6.10567460627928e-05,0.16611295681063123,0,7.147967523451128,37.06701911537115,42.67074251962647,8.00531914893617,10.0,1,1.0
21323,2494.14,737,30.79185185185185,1.9601063829787233,2494.14,906,1435,0.00025791188521475826,0.0203527815468114,0,19.6656317193724,101.97952697270813,115.70027165355918,19.601063829787233,10.0,1,1.0
21324,2475.45,888,15.97064516129032,2.3617021276595747,2475.45,912,1284,0.0002559792057602514,0.038288288288288286,0,16.80752280066981,87.15830995181548,103.69022484543251,23.617021276595747,10.0,1,1.0
21326,4974.76,7608,14.85002985074627,20.23404255319149,4974.76,496,139,0.0005144257058909969,0.1591745531019979,0,33.82304556581973,175.3952396139313,317.0335374862717,202.3404255319149,10.0,1,1.0
21327,1984.56,1098,7.60367816091954,2.9202127659574466,1984.56,1068,1119,0.00020521767459797793,0.11566484517304189,0,4.656065974039665,24.1448336042286,44.58632296593073,29.202127659574465,10.0,1,1.0
21328,2405.9,1186,7.402769230769231,3.154255319148936,2405.9,936,1051,0.00024878723914382794,0.12225969645868466,0,3.90044551010586,20.226433291313207,42.306220525355755,31.54255319148936,10.0,1,1.0
21329,2088.96,1158,7.203310344827586,3.0797872340425534,2088.96,1024,1070,0.00021601338005814487,0.08808290155440414,0,4.908117462049639,25.451890091750617,47.01040073004849,30.797872340425535,10.0,1,1.0
21330,2439.2200000000003,1443,11.956960784313727,3.8377659574468086,2439.2200000000003,923,915,0.00025223276506272413,0.0887040887040887,0,22.257469381365244,115.41994844158506,142.28431014371273,38.37765957446808,10.0,1,1.0
21331,742.69,95,30.94541666666667,0.2526595744680851,742.69,1932,2886,7.679944912079869e-05,0.08421052631578947,0,2.5989727921754175,13.477421917745849,15.246038939022444,2.526595744680851,10.0,1,1.0
21332,1266.32,230,30.15047619047619,0.6117021276595744,1266.32,1426,2380,0.00013094653006052293,0.0,0,3.24275952881217,16.81588913865111,21.09780403226813,6.117021276595745,10.0,1,1.0
21333,3035.7200000000003,1006,13.674414414414416,2.675531914893617,3035.7200000000003,783,1187,0.0003139151243250764,0.08946322067594434,0,4.135187184353979,21.443726752423988,40.172450156679304,26.755319148936174,10.0,1,1.0
21335,904.8199999999999,38,28.275624999999998,0.10106382978723404,904.8199999999999,1734,3303,9.356484879758857e-05,0.10526315789473684,1,0.4848630719920422,2.5143411324831115,3.2217879409937495,1.0106382978723403,10.0,1,1.0
21336,360.67,932,10.018611111111111,2.478723404255319,360.67,2565,1251,3.729585333638323e-05,0.004291845493562232,0,77.24302479468696,400.5570348774299,417.9080987072171,24.78723404255319,10.0,1,1.0
21337,103.53,33,8.6275,0.08776595744680851,103.53,3313,3361,1.0705741247998879e-05,0.030303030303030304,0,0.7413568163023889,3.844433706649484,4.458795408777143,0.8776595744680851,10.0,1,1.0
21338,873.25,199,62.375,0.5292553191489362,873.25,1773,2465,9.030028537443273e-05,0.01507537688442211,0,8.424991108440707,43.68924529089446,47.39403252493702,5.292553191489362,10.0,1,1.0
21339,544.5,30,41.88461538461539,0.0797872340425532,544.5,2219,3392,5.630518796035342e-05,0.06666666666666667,1,0.6231241352597912,3.2313177357263805,3.789828374024253,0.7978723404255319,10.0,1,1.0
21340,7726.19,763,53.284068965517235,2.029255319148936,7726.19,290,1404,0.0007989432142652029,0.14285714285714285,0,8.471548963676693,43.93067908369515,58.13546631773771,20.29255319148936,10.0,1,1.0
21341,410.64,72,14.16,0.19148936170212766,410.64,2451,3022,4.2463108143323286e-05,0.06944444444444445,0,1.3308771703478843,6.901493235895141,8.241918767810034,1.9148936170212765,10.0,1,1.0
21343,58.1,18,14.525,0.047872340425531915,58.1,3573,3598,6.007954858579493e-06,0.0,1,0.7250531895382396,3.759888436552227,4.0949948195309505,0.4787234042553191,10.0,1,1.0
21344,581.8299999999999,149,27.70619047619047,0.3962765957446808,581.8299999999999,2163,2616,6.016537651234605e-05,0.020134228187919462,0,3.0906114981705666,16.026899269621108,18.800835439833875,3.962765957446808,10.0,1,1.0
21346,-5.95,-1,-5.95,-0.0026595744680851063,-5.95,4241,4238,-6.152724855171769e-07,0.0,1,0.05157106231293967,0.2674306432258095,0.2674306432258095,0.0,999.0,0,0.0
21347,47.6,8,11.9,0.02127659574468085,47.6,3651,3843,4.922179884137415e-06,0.25,1,0.24127321848362449,1.251163910890533,1.4001000811032989,0.2127659574468085,10.0,1,1.0
21348,1615.03,671,12.143082706766917,1.7845744680851063,1615.03,1222,1514,0.00016700563399744644,0.14605067064083457,0,5.057944386649552,26.228843464848886,38.72086474144463,17.845744680851062,10.0,1,1.0
21349,3916.23,539,23.17295857988166,1.4335106382978724,3916.23,619,1704,0.0004049661455389805,0.19109461966604824,0,3.4200732023189007,17.735379791585327,27.769954259670435,14.335106382978724,10.0,1,1.0
21350,641.85,223,14.263333333333334,0.5930851063829787,641.85,2062,2405,6.637187308053782e-05,0.03587443946188341,0,2.627415470902459,13.624916336629076,17.776512081309924,5.930851063829787,10.0,1,1.0
21351,3193.52,1010,21.01,2.6861702127659575,3193.52,750,1179,0.00033023277108383444,0.1188118811881188,0,5.878541334969956,30.484190550522534,49.287382039884235,26.861702127659576,10.0,1,1.0
21352,1815.95,537,18.916145833333335,1.428191489361702,1815.95,1128,1710,0.00018778219665124664,0.1266294227188082,0,4.12409543058443,21.386208549151515,31.38354897468343,14.28191489361702,10.0,1,1.0
21353,160.45,19,17.827777777777776,0.05053191489361702,160.45,3101,3573,1.6591675680879165e-05,0.0,1,0.39341206087941694,2.040106132686266,2.393829536941585,0.5053191489361701,10.0,1,1.0
21354,2040.61,1733,15.577175572519083,4.60904255319149,2040.61,1047,785,0.00021101364481869014,0.1257934218118869,0,21.792079861290226,113.00659077311244,145.26988864545285,46.090425531914896,10.0,1,1.0
21355,3255.5,2684,13.794491525423728,7.138297872340425,3255.5,728,530,0.00033664194564725537,0.0830849478390462,0,26.846268940550544,139.21596044344224,189.1840455498252,71.38297872340425,10.0,1,1.0
21356,1366.0,980,6.3534883720930235,2.606382978723404,1366.0,1366,1212,0.00014125415381789305,0.1,0,5.076414661510902,26.32462426255196,44.56930511361579,26.06382978723404,10.0,1,1.0
21357,1749.01,1325,8.408701923076922,3.523936170212766,1749.01,1157,974,0.00018086012267132733,0.19924528301886793,0,8.464480228101126,43.894022935518564,68.56157612700792,35.23936170212766,10.0,1,1.0
21358,926.68,734,7.787226890756302,1.952127659574468,926.68,1706,1439,9.582532888723655e-05,0.17302452316076294,0,4.405190362249919,22.843874825767173,36.50876844278845,19.52127659574468,10.0,1,1.0
21359,1274.3,78,26.006122448979593,0.2074468085106383,1274.3,1423,2984,0.00013177171904109892,0.15384615384615385,0,0.9234993577852598,4.7889652877902105,6.241092947364678,2.074468085106383,10.0,1,1.0
21360,2554.24,402,29.359080459770112,1.0691489361702127,2554.24,884,1935,0.00026412665435418385,0.05970149253731343,0,9.604193823902776,49.80420446656606,57.28824701975755,10.691489361702127,10.0,1,1.0
21361,6003.66,462,25.331898734177216,1.2287234042553192,6003.66,401,1846,0.0006208213126722781,0.11255411255411256,0,2.542612717781478,13.1851570259357,21.786220855722934,12.287234042553193,10.0,1,1.0
21363,4028.24,762,13.655050847457627,2.026595744680851,4028.24,599,1407,0.00041654877933776683,0.15091863517060367,0,2.4612918247961804,12.763453501839425,26.949623714605384,20.26595744680851,10.0,1,1.0
21364,3211.76,442,21.8487074829932,1.175531914893617,3211.76,744,1867,0.00033211891732515096,0.10633484162895927,0,9.320145191088963,48.33122126292649,56.55994466718181,11.75531914893617,10.0,1,1.0
21365,284.44,113,10.534814814814816,0.300531914893617,284.44,2729,2792,2.941312702193375e-05,0.07079646017699115,0,1.9711518755063135,10.221748211499381,12.3254716157547,3.00531914893617,10.0,1,1.0
21366,733.4,158,20.954285714285714,0.42021276595744683,733.4,1941,2585,7.58387967862685e-05,0.03164556962025317,0,4.996960778440891,25.91260244056072,28.854091802262847,4.202127659574469,10.000000000000002,1,1.0
