recency,frequency,monetary,average_purchase_value,quantity_per_order,active_months,purchase_frequency,customer_loyalty_score,high_value_customer_flag,customer_tenure,avg_days_between_purchases,weekend_sales_ratio,customer_rank_by_revenue,churn_warning_flag
5,7,1245.91,177.98714285714286,74.28571428571429,3,2.333333333333333,8.2,0,215,35.833333333333336,1.0,1419,0
122,1,139.95000000000002,139.95000000000002,25.0,1,1.0,1.45,0,122,122.0,0.0,3903,0
52,1,651.4,651.4,358.0,1,1.0,4.15,0,52,52.0,0.0,2194,0
2,11,2219.34,201.75818181818184,100.36363636363636,7,1.5714285714285714,10.0,0,297,29.7,0.1393657573873313,795,0
17,1,319.75,319.75,145.0,1,1.0,3.48,0,17,17.0,0.0,3118,0
35,1,442.73,442.73,317.0,1,1.0,3.48,0,35,35.0,0.0,2698,0
355,1,310.72,310.72,96.0,1,1.0,2.12,0,355,355.0,1.0,3157,0
2,6,2080.0,346.6666666666667,1083.3333333333333,6,1.0,9.33,0,366,73.2,0.1538461538461538,862,0
33,4,1905.85,476.4625,216.25,3,1.3333333333333333,7.08,0,260,86.66666666666667,0.2647322716897972,942,0
15,6,1865.3,310.8833333333333,135.66666666666666,3,2.0,8.2,0,315,63.0,0.0,963,0
242,2,170.45000000000002,85.22500000000001,39.5,1,2.0,1.68,0,246,246.0,0.0,3761,0
1,17,4133.19,243.12882352941173,83.0,10,1.7,10.0,1,336,21.0,0.1619620680394562,353,0
136,5,1253.94,250.788,112.2,4,1.25,6.85,0,367,91.75,0.0,1410,0
99,10,695.48,69.548,60.2,6,1.6666666666666667,6.4,0,255,28.33333333333333,0.0929286248346465,2118,1
29,7,997.11,142.4442857142857,111.42857142857144,5,1.4,7.75,0,207,34.5,0.1867196197009357,1677,0
165,1,314.7,314.7,38.0,1,1.0,2.58,0,165,165.0,0.0,3135,0
65,3,251.31,83.77,73.33333333333333,3,1.0,4.38,0,166,83.0,0.511042139190641,3399,0
25,1,346.73,346.73,239.0,1,1.0,3.48,0,25,25.0,0.0,2993,0
84,4,918.07,229.5175,81.75,4,1.0,5.05,0,229,76.33333333333333,0.3316958401864781,1772,0
22,1,662.4,662.4,192.0,1,1.0,4.6,0,22,22.0,0.0,2172,0
17,6,4913.22,818.87,432.1666666666667,6,1.0,8.88,1,327,65.4,0.4573355152018431,273,0
16,8,2938.59,367.32375,265.375,6,1.3333333333333333,9.55,0,305,43.57142857142857,0.0,555,0
60,7,1415.15,202.1642857142857,94.42857142857144,5,1.4,7.3,0,355,59.16666666666666,0.602762957990319,1248,0
149,6,891.32,148.55333333333334,55.333333333333336,4,1.5,5.72,0,367,73.4,0.0,1816,1
19,5,649.32,129.864,66.4,4,1.25,6.62,0,282,70.5,0.4459588492576849,2196,0
140,9,1448.75,160.97222222222223,74.55555555555556,6,1.5,7.52,0,364,45.5,0.0,1222,1
23,9,3027.58,336.3977777777778,195.11111111111111,8,1.125,9.55,0,358,44.75,0.1556887018674981,535,0
100,4,329.09,82.2725,91.75,4,1.0,3.92,0,325,108.33333333333331,0.0,3066,0
183,3,1145.33,381.7766666666666,154.66666666666666,3,1.0,5.72,0,240,120.0,0.0,1519,0
281,1,395.5,395.5,204.0,1,1.0,2.12,0,281,281.0,0.0,2847,0
3,5,1171.89,234.378,149.4,5,1.0,8.2,0,198,49.5,0.0,1495,0
11,29,27402.98,944.9303448275862,668.4137931034483,9,3.2222222222222223,10.0,1,281,10.035714285714286,0.0,28,0
16,17,3803.99,223.7641176470588,125.0,9,1.8888888888888888,9.55,1,367,22.9375,0.3695172700243691,404,0
12,8,1007.63,125.95375,56.0,2,4.0,8.88,0,106,15.142857142857142,0.5375981262963588,1663,0
40,5,1405.92,281.184,108.2,3,1.6666666666666667,7.3,0,211,52.75,0.3514424718333902,1256,0
18,7,1438.83,205.5471428571429,114.42857142857144,6,1.1666666666666667,7.75,0,322,53.66666666666666,0.0,1231,0
10,8,997.87,124.73375,67.375,5,1.6,8.88,0,369,52.71428571428572,0.2141060458777195,1675,0
14,3,859.21,286.40333333333336,158.66666666666666,3,1.0,6.4,0,218,109.0,0.0,1859,0
113,2,634.68,317.34,1071.0,2,1.0,4.38,0,211,211.0,0.0,2234,0
142,3,1335.5,445.1666666666667,231.3333333333333,2,1.5,6.18,0,372,186.0,0.0,1322,0
261,1,388.55,388.55,149.0,1,1.0,2.12,0,261,261.0,0.0,2867,0
74,2,849.56,424.78,310.0,2,1.0,4.38,0,313,313.0,0.5681411554216301,1874,0
47,1,530.47,530.47,411.0,1,1.0,4.15,0,47,47.0,1.0,2479,0
16,4,867.14,216.785,126.5,3,1.3333333333333333,5.95,0,260,86.66666666666667,0.0,1851,0
10,15,2732.14,182.14266666666663,105.8,8,1.875,10.0,0,339,24.214285714285715,0.0,610,0
268,8,30411.26,3801.4075,27261.25,4,2.0,8.2,1,367,52.42857142857143,0.0,22,1
36,1,165.45000000000002,165.45000000000002,103.0,1,1.0,1.9,0,36,36.0,0.0,3782,0
207,3,244.45,81.48333333333333,41.333333333333336,3,1.0,3.47,0,368,184.0,0.0,3429,0
45,1,42.0,42.0,100.0,1,1.0,1.9,0,45,45.0,0.0,4229,0
327,1,136.79999999999998,136.79999999999998,68.0,1,1.0,1.0,0,327,327.0,1.0,3914,0
59,2,282.85,141.425,150.5,2,1.0,3.7,0,157,157.0,0.0,3288,0
79,1,0.0,0.0,-1.0,1,1.0,1.45,0,79,79.0,0.0,4335,0
15,13,1619.13,124.54846153846152,134.23076923076923,6,2.1666666666666665,8.88,0,284,23.666666666666668,0.0,1104,0
59,1,124.95,124.95,29.0,1,1.0,1.9,0,59,59.0,0.0,3983,0
142,1,42.22,42.22,10.0,1,1.0,1.45,0,142,142.0,0.0,4228,0
30,2,31.2,15.6,8.0,2,1.0,3.02,0,367,367.0,0.0,4252,0
99,5,1260.51,252.102,133.4,4,1.25,6.85,0,374,93.5,0.0,1401,0
60,2,975.87,487.935,329.5,2,1.0,5.95,0,176,176.0,0.0,1697,0
67,5,1734.88,346.976,353.6,5,1.0,7.3,0,198,49.5,0.0,1034,0
35,5,720.75,144.15,41.8,4,1.25,6.62,0,357,89.25,0.0,2084,0
53,4,652.45,163.1125,90.0,3,1.3333333333333333,5.5,0,103,34.333333333333336,0.64863207908652,2192,0
49,2,340.97,170.485,121.5,2,1.0,3.7,0,73,73.0,0.0,3011,0
52,11,2515.25,228.6590909090909,128.27272727272728,7,1.5714285714285714,9.1,0,330,33.0,0.0,673,0
28,9,4019.85,446.65,307.0,5,1.8,9.55,1,372,46.5,0.0,369,0
232,3,6116.92,2038.973333333333,750.6666666666666,3,1.0,6.85,1,288,144.0,0.0,202,1
18,2,563.08,281.54,165.5,2,1.0,5.28,0,50,50.0,0.0,2394,0
32,2,708.53,354.265,231.5,1,2.0,5.28,0,38,38.0,0.0,2103,0
64,6,976.91,162.81833333333333,126.16666666666669,3,2.0,7.3,0,248,49.6,0.0,1696,0
7,12,5933.74,494.4783333333333,252.16666666666663,8,1.5,10.0,1,359,32.63636363636363,0.3114477547044528,217,0
170,1,320.0,320.0,1000.0,1,1.0,2.58,0,170,170.0,0.0,3116,0
213,1,246.54,246.54,94.0,1,1.0,2.12,0,213,213.0,0.0,3421,0
289,1,200.43,200.43,153.0,1,1.0,1.0,0,289,289.0,0.0,3636,0
30,2,854.15,427.075,206.5,2,1.0,5.28,0,115,115.0,0.0,1865,0
12,4,1183.86,295.965,595.0,4,1.0,7.52,0,371,123.66666666666669,0.4677157772033856,1484,0
47,4,434.86,108.715,51.5,3,1.3333333333333333,4.38,0,371,123.66666666666669,0.4241594996090695,2715,0
10,14,9544.8,681.7714285714285,322.35714285714283,9,1.5555555555555556,10.0,1,359,27.615384615384617,0.1031420249769508,107,0
45,5,3125.0,625.0,500.0,5,1.0,8.43,0,364,91.0,0.0,510,0
11,1,221.11,221.11,118.0,1,1.0,2.8,0,11,11.0,0.0,3538,0
53,3,458.25,152.75,52.333333333333336,3,1.0,4.38,0,294,147.0,0.340556464811784,2659,0
8,12,4504.78,375.3983333333333,184.5833333333333,6,2.0,10.0,1,370,33.63636363636363,0.2884269598071382,304,0
35,3,470.73,156.91,113.0,3,1.0,5.95,0,147,73.5,0.0,2621,0
21,2,498.7,249.35,111.0,1,2.0,5.28,0,28,28.0,0.0,2554,0
71,1,193.25,193.25,73.0,1,1.0,1.45,0,71,71.0,0.0,3658,0
3,15,2235.08,149.00533333333334,106.26666666666668,9,1.6666666666666667,10.0,0,233,16.642857142857142,0.0861266710811246,786,0
23,3,421.9,140.63333333333333,75.33333333333333,2,1.5,4.82,0,66,33.0,0.0,2770,0
91,5,777.66,155.53199999999998,80.4,4,1.25,5.72,0,339,84.75,0.0,1971,0
71,1,384.26,384.26,760.0,1,1.0,2.58,0,71,71.0,0.0,2880,0
32,1,85.6,85.6,24.0,1,1.0,2.35,0,32,32.0,0.0,4145,0
59,1,123.66,123.66,174.0,1,1.0,1.9,0,59,59.0,0.0,3989,0
1,20,4181.03,209.0515,112.1,10,2.0,10.0,1,260,13.68421052631579,0.0,346,0
22,2,846.55,423.275,234.5,2,1.0,5.28,0,73,73.0,0.0,1877,0
53,7,1891.61,270.23,176.28571428571428,6,1.1666666666666667,7.3,0,318,53.0,0.0,950,0
213,3,249.93,83.31,35.0,1,3.0,3.47,0,218,109.0,0.0,3406,1
29,7,2786.66,398.0942857142857,312.2857142857143,5,1.4,8.88,0,311,51.833333333333336,0.0,587,0
142,3,834.38,278.12666666666667,99.33333333333331,3,1.0,5.05,0,304,152.0,0.0,1896,0
47,1,519.81,519.81,303.0,1,1.0,4.15,0,47,47.0,1.0,2507,0
29,10,2420.66,242.066,161.3,4,2.5,9.55,0,372,41.333333333333336,0.2444870407244305,718,0
73,8,521.88,65.235,35.625,4,2.0,6.4,0,292,41.71428571428572,0.9355790603203802,2500,0
36,2,327.39,163.695,116.5,2,1.0,3.7,0,51,51.0,0.0,3075,0
1,9,2494.98,277.22,171.33333333333334,6,1.5,10.0,0,324,40.5,0.0,685,0
2,18,4377.75,243.2083333333333,158.94444444444446,9,2.0,10.0,1,366,21.529411764705884,0.0,316,0
2,8,1128.09,141.01125,92.75,6,1.3333333333333333,8.88,0,368,52.57142857142857,0.0977492930528592,1538,0
10,8,2957.78,369.7225,186.25,5,1.6,10.0,0,304,43.42857142857143,0.0,550,0
15,2,682.54,341.27,246.0,1,2.0,5.72,0,36,36.0,0.0,2134,0
19,2,609.84,304.92,170.5,2,1.0,5.28,0,261,261.0,0.4913419913419913,2295,0
100,3,759.98,253.32666666666668,298.0,3,1.0,5.05,0,199,99.5,0.0,2007,0
16,2,142.7,71.35,45.0,2,1.0,3.02,0,99,99.0,0.0,3889,0
15,12,3280.7,273.39166666666665,102.33333333333331,8,1.5,10.0,0,372,33.81818181818182,0.1376383088974914,482,0
15,12,2452.77,204.3975,121.41666666666669,9,1.3333333333333333,10.0,0,357,32.45454545454545,0.1229344781614256,707,0
22,2,895.76,447.88,306.5,1,2.0,5.28,0,35,35.0,0.0,1808,0
155,3,376.46,125.48666666666666,47.66666666666666,2,1.5,3.92,0,186,93.0,0.0,2901,1
82,3,566.7,188.9,68.0,3,1.0,5.05,0,212,106.0,0.5078524792659255,2389,0
10,21,5572.75,265.3690476190476,132.95238095238096,11,1.9090909090909087,10.0,1,370,18.5,0.1177784756179624,234,0
50,6,1243.88,207.31333333333336,184.0,5,1.2,7.3,0,373,74.6,0.0,1420,0
9,7,2487.01,355.2871428571429,130.14285714285714,5,1.4,9.33,0,129,21.5,0.0,689,0
368,1,209.41,209.41,149.0,1,1.0,1.0,0,368,368.0,0.0,3590,0
29,4,1675.81,418.9525,189.25,2,2.0,7.08,0,71,23.666666666666668,0.0,1072,0
164,4,1234.48,308.62,385.0,4,1.0,6.85,0,288,96.0,0.0,1433,1
148,1,79.48,79.48,16.0,1,1.0,1.45,0,148,148.0,0.0,4158,0
11,2,493.74,246.87,160.0,2,1.0,5.72,0,68,68.0,1.0,2568,0
98,1,404.3,404.3,586.0,1,1.0,2.58,0,98,98.0,0.0,2821,0
201,3,288.1,96.03333333333336,42.66666666666666,1,3.0,3.47,0,201,100.5,1.0,3266,1
116,3,451.92,150.64,214.0,2,1.5,3.92,0,243,121.5,0.6468844043193485,2674,0
16,3,533.2,177.73333333333335,101.33333333333331,3,1.0,5.95,0,368,184.0,0.0,2473,0
12,2,1443.03,721.515,464.0,2,1.0,6.85,0,212,212.0,0.8082784141701835,1228,0
32,8,7051.25,881.40625,449.5,7,1.1428571428571428,9.55,1,336,48.0,0.128884949477043,171,0
207,1,229.75,229.75,73.0,1,1.0,2.12,0,207,207.0,0.0,3493,0
281,1,367.15,367.15,224.0,1,1.0,2.12,0,281,281.0,0.0,2931,0
112,3,570.46,190.1533333333333,66.66666666666667,3,1.0,5.05,0,165,82.5,0.0,2382,0
10,4,1084.68,271.17,171.5,4,1.0,8.2,0,228,76.0,0.0,1581,0
122,1,352.15,352.15,194.0,1,1.0,2.58,0,122,122.0,0.0,2976,0
26,1,318.04,318.04,88.0,1,1.0,3.48,0,26,26.0,1.0,3121,0
100,10,3969.1,396.91,189.8,5,2.0,8.65,1,219,24.33333333333333,0.0,377,1
106,2,713.11,356.555,213.5,2,1.0,4.38,0,261,261.0,0.0,2095,0
134,5,3175.5,635.1,935.8,2,2.5,7.98,0,186,46.5,0.0,497,1
2,16,5722.76,357.6725,173.75,7,2.2857142857142856,10.0,1,374,24.933333333333334,0.0962629919828893,226,0
1,35,23311.74,666.0497142857143,244.22857142857143,13,2.6923076923076925,10.0,1,372,10.941176470588236,0.0,32,0
2,8,1856.23,232.02875,233.875,5,1.6,8.88,0,361,51.57142857142857,0.0,965,0
191,1,109.44,109.44,576.0,1,1.0,1.0,0,191,191.0,0.0,4055,0
42,6,1362.48,227.08,110.5,4,1.5,7.3,0,248,49.6,0.0,1293,0
114,5,608.75,121.75,103.4,4,1.25,5.72,0,368,92.0,0.3924271047227926,2297,0
24,4,1446.45,361.6125,183.5,2,2.0,7.75,0,309,103.0,0.5465795568460714,1224,0
211,1,115.08,115.08,100.0,1,1.0,1.0,0,211,211.0,0.0,4022,0
22,27,8848.49,327.72185185185185,126.22222222222224,12,2.25,9.55,1,374,14.384615384615383,0.1658124719584923,119,0
361,1,431.98,431.98,180.0,1,1.0,2.12,0,361,361.0,0.0,2732,0
127,3,299.65,99.88333333333333,50.333333333333336,2,1.5,3.92,0,365,182.5,0.0,3219,0
54,7,2414.33,344.9042857142857,256.42857142857144,5,1.4,8.43,0,320,53.333333333333336,0.8401419855612117,720,0
9,16,8000.88,500.055,232.0,10,1.6,10.0,1,336,22.4,0.0,134,0
1,14,2868.72,204.9085714285714,89.78571428571429,7,2.0,10.0,0,312,24.0,0.1689220279427759,572,0
18,2,338.76,169.38,89.5,1,2.0,4.15,0,18,18.0,0.0,3026,0
23,12,7312.25,609.3541666666666,386.75,6,2.0,9.55,1,253,23.0,0.0,157,0
2,17,6587.56,387.5035294117647,125.05882352941175,10,1.7,10.0,1,372,23.25,0.058510283018295,193,0
26,1,241.3,241.3,85.0,1,1.0,3.48,0,26,26.0,1.0,3442,0
33,2,312.05,156.025,137.5,2,1.0,4.15,0,122,122.0,0.4526518186188111,3148,0
213,2,795.3199999999999,397.66,252.0,2,1.0,3.92,0,359,359.0,0.0,1948,0
17,5,2135.0,427.0,313.0,5,1.0,8.88,0,372,93.0,0.0,834,0
98,2,469.19,234.595,105.5,2,1.0,4.38,0,166,166.0,0.6846480104009037,2626,0
2,14,3367.76,240.5542857142857,195.07142857142856,7,2.0,10.0,0,274,21.07692307692308,0.0322914934555906,465,0
143,3,917.43,305.81,44.333333333333336,2,1.5,5.05,0,374,187.0,0.0,1774,0
10,15,14951.43,996.762,473.3333333333333,8,1.875,10.0,1,365,26.071428571428573,0.0,62,0
66,13,0.0,0.0,295.84615384615387,4,3.25,4.6,0,367,30.58333333333333,0.0,4373,1
66,14,1798.65,128.475,146.28571428571428,8,1.75,7.98,0,323,24.846153846153847,0.1458093570177633,992,1
25,4,889.37,222.3425,145.25,2,2.0,6.62,0,67,22.33333333333333,0.0,1820,0
232,4,1227.47,306.8675,106.25,3,1.3333333333333333,6.4,0,313,104.33333333333331,0.5904258352546294,1439,1
150,2,225.81,112.905,29.0,2,1.0,2.12,0,197,197.0,0.0,3513,0
320,1,321.6,321.6,85.0,1,1.0,2.12,0,320,320.0,1.0,3106,0
302,1,390.85,390.85,65.0,1,1.0,2.12,0,302,302.0,0.0,2860,0
259,1,219.4,219.4,228.0,1,1.0,1.0,0,259,259.0,0.0,3544,0
39,3,792.61,264.2033333333333,246.66666666666663,3,1.0,5.5,0,177,88.5,0.0,1953,0
31,1,115.66,115.66,108.0,1,1.0,2.35,0,31,31.0,0.0,4019,0
9,4,640.34,160.085,76.25,4,1.0,7.08,0,257,85.66666666666667,0.7392635162569884,2215,0
318,1,243.63,243.63,1.0,1,1.0,2.12,0,318,318.0,0.0,3434,0
49,5,1030.13,206.026,43.8,3,1.6666666666666667,7.3,0,373,93.25,0.2330288410200654,1632,0
5,13,4279.27,329.17461538461544,232.6153846153846,6,2.1666666666666665,10.0,1,365,30.416666666666668,0.0989701514510652,326,0
28,1,231.11,231.11,136.0,1,1.0,3.48,0,28,28.0,0.0,3487,0
7,3,373.3,124.43333333333334,69.0,3,1.0,5.28,0,357,178.5,0.0,2912,0
148,1,150.5,150.5,306.0,1,1.0,1.45,0,148,148.0,0.0,3856,0
4,15,5592.43,372.82866666666666,224.13333333333333,9,1.6666666666666667,10.0,1,367,26.214285714285715,0.0,232,0
98,1,39.95,39.95,1.0,1,1.0,1.45,0,98,98.0,0.0,4232,0
40,3,608.0,202.66666666666663,148.0,2,1.5,5.5,0,371,185.5,0.6621052631578948,2300,0
23,6,11984.53,1997.4216666666669,431.0,2,3.0,8.88,1,57,11.4,0.0,78,0
290,2,9530.08,4765.04,1658.0,2,1.0,6.18,1,334,334.0,0.5792186424458137,108,0
8,11,3146.64,286.0581818181818,139.8181818181818,10,1.1,10.0,0,359,35.9,0.1095708438207103,502,0
75,2,310.82,155.41,78.5,1,2.0,3.25,0,75,75.0,1.0,3154,0
358,1,2.95,2.95,1.0,1,1.0,1.0,0,358,358.0,0.0,4276,0
117,2,422.86,211.43,176.0,2,1.0,3.25,0,281,281.0,0.6878399470273849,2765,0
11,10,2592.74,259.274,147.9,7,1.4285714285714286,10.0,0,365,40.55555555555556,0.0,649,0
24,8,3965.34,495.6675,448.5,7,1.1428571428571428,9.55,1,257,36.71428571428572,0.2695052631048031,378,0
25,3,527.32,175.77333333333334,141.33333333333334,3,1.0,5.95,0,196,98.0,0.0,2488,0
30,7,4443.65,634.8071428571428,383.57142857142856,6,1.1666666666666667,8.88,1,357,59.5,0.4847704027094844,310,0
373,1,214.8,214.8,24.0,1,1.0,1.0,0,373,373.0,0.0,3566,0
73,5,2165.22,433.044,338.6,4,1.25,7.98,0,366,91.5,0.3691818845198178,822,0
367,2,447.05,223.525,139.5,1,2.0,2.8,0,374,374.0,0.0,2689,0
71,22,7287.95,331.2704545454545,153.1818181818182,9,2.4444444444444446,8.65,1,374,17.80952380952381,0.1403563416324206,158,1
87,15,2750.34,183.356,120.93333333333334,8,1.875,8.65,0,358,25.571428571428573,0.0,600,1
11,23,4778.83,207.77521739130435,106.82608695652172,11,2.090909090909091,10.0,1,368,16.727272727272727,0.0,283,0
31,5,977.56,195.512,109.8,5,1.0,7.75,0,242,60.5,0.1506915176562052,1695,0
137,2,622.67,311.335,254.5,2,1.0,4.38,0,302,302.0,0.0,2260,0
64,1,458.45,458.45,97.0,1,1.0,3.03,0,64,64.0,0.0,2657,0
11,2,183.37,91.685,88.5,2,1.0,3.48,0,354,354.0,0.0,3696,0
66,1,0.0,0.0,-4.0,1,1.0,1.9,0,66,66.0,0.0,4316,0
30,5,309.77,61.95399999999999,19.0,3,1.6666666666666667,5.5,0,373,93.25,0.0,3166,0
369,1,436.18,436.18,234.0,1,1.0,2.12,0,369,369.0,1.0,2712,0
80,1,466.33,466.33,379.0,1,1.0,2.58,0,80,80.0,0.0,2636,0
16,3,1190.37,396.79,169.0,2,1.5,7.08,0,61,30.5,0.7185580953821081,1471,0
179,2,271.86,135.93,123.5,1,2.0,2.8,0,187,187.0,1.0,3319,0
35,4,1467.48,366.87,205.5,4,1.0,7.75,0,215,71.66666666666667,0.2793360045792787,1207,0
11,3,1377.86,459.2866666666666,319.3333333333333,3,1.0,7.52,0,364,182.0,0.0,1280,0
284,1,168.22,168.22,105.0,1,1.0,1.0,0,284,284.0,0.0,3771,0
369,1,305.5,305.5,50.0,1,1.0,2.12,0,369,369.0,1.0,3192,0
18,15,11123.35,741.5566666666667,387.6,9,1.6666666666666667,9.55,1,365,26.071428571428573,0.0114354039026012,89,0
3,12,4914.74,409.56166666666667,456.8333333333333,8,1.5,10.0,1,373,33.90909090909091,0.0233074384402837,272,0
36,7,1553.96,221.99428571428567,163.57142857142858,6,1.1666666666666667,7.3,0,367,61.16666666666666,0.0,1143,0
317,2,294.1,147.04999999999998,200.0,1,2.0,2.8,0,331,331.0,0.0,3243,0
126,3,670.98,223.66,179.66666666666666,3,1.0,5.05,0,178,89.0,0.0,2156,0
9,4,655.9399999999999,163.985,128.0,3,1.3333333333333333,7.08,0,282,94.0,0.0,2183,0
122,1,30.6,30.6,12.0,1,1.0,1.45,0,122,122.0,0.0,4253,0
95,3,3857.85,1285.95,299.6666666666667,3,1.0,7.3,1,246,123.0,0.3334110968544655,399,0
19,7,5259.3,751.3285714285714,477.57142857142856,5,1.4,8.88,1,331,55.16666666666666,0.4080980358602856,243,0
24,9,1550.9,172.32222222222222,82.33333333333333,4,2.25,8.43,0,276,34.5,0.0,1147,0
50,1,309.09,309.09,207.0,1,1.0,3.03,0,50,50.0,0.0,3172,0
309,3,666.7,222.2333333333333,134.66666666666666,3,1.0,4.6,0,352,176.0,0.0,2163,1
23,6,1364.35,227.39166666666665,187.8333333333333,4,1.5,7.75,0,295,59.0,0.0,1290,0
119,1,233.4,233.4,312.0,1,1.0,2.58,0,119,119.0,0.0,3475,0
17,8,4917.98,614.7475,342.375,4,2.0,9.55,1,331,47.285714285714285,0.0,271,0
7,138,183163.55,1327.2721014492752,774.5144927536232,13,10.615384615384617,10.0,1,374,2.72992700729927,0.0852814875011977,3,0
25,3,553.8,184.6,83.33333333333333,3,1.0,5.95,0,282,141.0,0.0,2413,0
15,11,2879.03,261.73,178.1818181818182,7,1.5714285714285714,10.0,0,372,37.2,0.0,567,0
246,7,8421.47,1203.0671428571427,665.8571428571429,4,1.75,7.52,1,334,55.66666666666666,0.4339361180411496,126,1
5,5,2182.46,436.492,231.6,5,1.0,9.33,0,362,90.5,1.0,810,0
98,1,148.71,148.71,57.0,1,1.0,1.45,0,98,98.0,0.0,3862,0
141,2,251.15,125.575,41.0,2,1.0,3.25,0,262,262.0,0.0,3401,0
100,4,711.7,177.925,48.25,4,1.0,5.72,0,317,105.66666666666669,0.0,2098,0
56,3,305.9,101.96666666666664,46.0,3,1.0,4.38,0,200,100.0,0.0,3190,0
66,2,621.51,310.755,102.5,2,1.0,4.82,0,80,80.0,0.0,2263,0
11,3,570.18,190.06,90.0,1,3.0,6.4,0,31,15.5,0.0,2383,0
366,1,135.0,135.0,44.0,1,1.0,1.0,0,366,366.0,0.0,3929,0
241,4,356.27,89.0675,19.25,2,2.0,4.15,0,278,92.66666666666669,0.3378055968787717,2962,1
277,3,116.11,38.70333333333333,13.666666666666666,2,1.5,2.35,0,366,183.0,0.0,4016,0
16,10,4242.38,424.238,145.9,6,1.6666666666666667,9.55,1,263,29.22222222222222,0.3680151235862888,335,0
3,2,339.11,169.555,58.5,2,1.0,4.6,0,17,17.0,0.0,3024,0
17,9,1660.23,184.47,93.22222222222224,5,1.8,8.43,0,287,35.875,0.0255988628081651,1083,0
8,12,1469.98,122.49833333333332,12.833333333333334,6,2.0,8.88,0,184,16.727272727272727,0.1605464019918638,1203,0
46,2,308.35,154.175,60.0,2,1.0,3.7,0,198,198.0,0.0,3174,0
79,5,660.07,132.014,34.4,5,1.0,5.72,0,232,58.0,0.0,2177,0
47,2,278.34000000000003,139.17000000000002,30.0,2,1.0,3.7,0,117,117.0,1.0,3301,0
63,5,1550.63,310.126,310.0,5,1.0,7.3,0,280,70.0,0.0,1149,0
109,1,123.5,123.5,50.0,1,1.0,1.45,0,109,109.0,0.0,3990,0
4,2,1160.31,580.155,354.5,2,1.0,6.85,0,24,24.0,0.0,1503,0
302,1,79.9,79.9,2.0,1,1.0,1.0,0,302,302.0,0.0,4156,0
30,3,53.4,17.8,17.333333333333332,2,1.5,3.7,0,364,182.0,0.0,4213,0
24,1,293.74,293.74,218.0,1,1.0,3.48,0,24,24.0,0.0,3247,0
32,1,356.8,356.8,208.0,1,1.0,3.48,0,32,32.0,0.0,2960,0
28,22,7226.12,328.46,188.3636363636364,11,2.0,9.55,1,365,17.38095238095238,0.2842908780922542,160,0
71,7,1418.54,202.64857142857144,163.14285714285714,3,2.333333333333333,6.85,0,270,45.0,0.273661652121195,1244,0
46,1,390.05,390.05,143.0,1,1.0,3.03,0,46,46.0,0.0,2861,0
36,6,864.08,144.01333333333335,54.66666666666666,5,1.2,6.18,0,339,67.8,0.0,1856,0
36,5,731.1,146.22,40.4,4,1.25,6.18,0,166,41.5,0.3018054985638079,2059,0
253,1,379.2,379.2,140.0,1,1.0,2.12,0,253,253.0,0.0,2896,0
45,3,446.1,148.70000000000002,72.0,3,1.0,4.38,0,224,112.0,0.0,2693,0
17,3,847.76,282.58666666666664,55.333333333333336,3,1.0,5.95,0,260,130.0,0.0,1876,0
33,1,339.34,339.34,80.0,1,1.0,3.48,0,33,33.0,1.0,3022,0
58,3,874.22,291.4066666666667,132.33333333333334,3,1.0,5.5,0,373,186.5,0.0,1841,0
1,9,1689.6,187.7333333333333,114.66666666666669,7,1.2857142857142858,8.88,0,278,34.75,0.3208155776515151,1060,0
16,3,836.95,278.9833333333333,217.3333333333333,1,3.0,5.95,0,38,19.0,0.0,1889,0
323,1,157.8,157.8,36.0,1,1.0,1.0,0,323,323.0,0.0,3820,0
187,1,415.31,415.31,415.0,1,1.0,2.12,0,187,187.0,1.0,2791,0
21,12,2870.24,239.18666666666664,86.58333333333333,9,1.3333333333333333,9.55,0,368,33.45454545454545,0.0901144155192597,571,0
7,15,3913.43,260.8953333333333,122.46666666666668,9,1.6666666666666667,10.0,1,338,24.142857142857142,0.0830115780785653,390,0
47,13,2093.39,161.03,101.46153846153848,8,1.625,9.1,0,366,30.5,0.2532638447685333,855,0
81,1,1119.66,1119.66,894.0,1,1.0,4.82,0,81,81.0,0.0,1550,0
7,2,0.0,0.0,0.0,2,1.0,3.48,0,40,40.0,0.0,4277,0
4,4,1626.61,406.6525,231.75,4,1.0,8.2,0,367,122.33333333333331,0.0,1099,0
45,2,303.09000000000003,151.54500000000002,57.5,1,2.0,3.7,0,50,50.0,0.0,3206,0
1,11,1281.51,116.50090909090908,50.45454545454545,6,1.8333333333333333,8.88,0,163,16.3,0.0780719619823489,1373,0
45,2,543.89,271.945,142.5,2,1.0,4.82,0,129,129.0,0.0,2439,0
203,2,882.6,441.3,98.0,1,2.0,3.92,0,205,205.0,0.0,1829,0
85,9,3078.74,342.0822222222222,179.55555555555554,7,1.2857142857142858,8.65,0,371,46.375,0.3601635734099014,519,0
26,5,831.98,166.39600000000002,68.6,4,1.25,6.62,0,180,45.0,0.4992067116998004,1900,0
70,5,2009.17,401.834,230.8,4,1.25,7.3,0,332,83.0,0.0,890,0
71,2,766.14,383.07,208.0,1,2.0,4.38,0,77,77.0,0.0,1999,0
50,7,3011.6,430.2285714285714,317.85714285714283,5,1.4,8.43,0,305,50.833333333333336,0.0,540,0
