customer_id,recency,frequency,monetary,average_purchase_value,quantity_per_order,active_months,purchase_frequency,customer_loyalty_score,customer_risk_score,high_value_customer_flag,customer_tenure,avg_days_between_purchases,weekend_sales_ratio,customer_rank_by_revenue,churn_warning_flag,lost_one_time_buyer_flag
13574,47,1,404.45,404.45,304.0,1,1.0,3.03,0.3790322580645161,0,47,47.0,1.0,2819,0,0
13576,9,13,4812.85,370.2192307692308,150.84615384615384,10,1.3,10.0,0.0987202925045704,1,367,30.58333333333333,0.0,280,0,0
13577,18,9,1688.32,187.5911111111111,93.44444444444444,5,1.8,8.43,0.1496881496881497,0,361,45.125,0.0,1061,0,0
13578,45,1,147.66,147.66,127.0,1,1.0,1.9,0.375,0,45,45.0,0.0,3865,0,0
13579,5,5,1068.8,213.76,116.8,4,1.25,8.2,0.028169014084507,0,295,73.75,0.1540980538922155,1595,0,0
13580,42,1,107.75,107.75,45.0,1,1.0,1.9,0.3684210526315789,0,42,42.0,0.0,4061,0,0
13581,50,1,162.53,162.53,89.0,1,1.0,1.9,0.3846153846153846,0,50,50.0,0.0,3796,0,0
13582,25,2,241.68,120.84,53.0,2,1.0,4.15,0.0466417910447761,0,253,253.0,0.0,3438,0,0
13583,315,1,664.001,664.001,372.0,1,1.0,3.25,0.4772727272727273,0,315,315.0,0.0,2169,0,1
13584,134,4,198.0,49.5,59.0,2,2.0,2.8,0.5646067415730337,0,311,103.66666666666669,0.0,3646,0,0
13585,166,4,674.46,168.615,334.5,3,1.3333333333333333,5.05,0.5942720763723149,0,374,124.66666666666669,0.4720368887702754,2149,0,0
13586,177,1,127.28,127.28,38.0,1,1.0,1.45,0.4609375,0,177,177.0,0.0,3968,0,1
13587,85,3,961.1,320.3666666666667,161.33333333333334,2,1.5,6.18,0.2583586626139817,0,299,149.5,0.5913016335448964,1718,0,0
13589,85,4,741.09,185.2725,44.75,4,1.0,5.05,0.3079710144927536,0,369,123.0,0.5782698457677206,2040,0,0
13590,11,14,4308.62,307.75857142857143,243.92857142857144,8,1.75,10.0,0.125659050966608,1,374,28.76923076923077,0.2306098008178953,320,0,0
13591,71,5,964.06,192.812,72.8,4,1.25,6.85,0.33729216152019,0,361,90.25,0.0,1714,0,0
13593,23,10,3479.73,347.973,144.7,7,1.4285714285714286,9.55,0.2476076555023923,0,283,31.444444444444443,0.2661729502001592,445,0,0
13594,121,2,111.45,55.725,17.5,2,1.0,2.12,0.171875,0,337,337.0,0.0,4040,0,0
13595,152,3,784.48,261.49333333333334,113.66666666666669,3,1.0,5.05,0.4871794871794871,0,282,141.0,0.3214740974913318,1963,0,0
13597,24,3,372.21,124.07,73.33333333333333,1,3.0,4.82,0.3529411764705882,0,38,19.0,0.0,2915,0,0
13598,131,4,601.92,150.48,85.25,3,1.3333333333333333,5.05,0.591867469879518,0,287,95.66666666666669,0.5541434077618289,2313,0,0
13599,2,21,4759.74,226.6542857142857,147.66666666666666,9,2.333333333333333,10.0,0.029673590504451,1,374,18.7,0.0,285,0,0
13600,270,1,298.9,298.9,275.0,1,1.0,2.12,0.4736842105263157,0,270,270.0,0.0,3225,0,1
13601,28,2,466.67,233.335,204.5,2,1.0,4.15,0.0710659898477157,0,182,182.0,0.0,2635,0,0
13602,17,3,596.28,198.76,90.33333333333331,3,1.0,5.95,0.0752212389380531,0,196,98.0,0.0,2327,0,0
13604,288,2,713.39,356.695,119.5,1,2.0,3.92,0.4660194174757281,0,294,294.0,0.0,2094,0,0
13605,23,2,522.67,261.335,212.5,2,1.0,5.28,0.0518018018018018,0,207,207.0,0.0,2499,0,0
13607,28,2,382.6,191.3,86.0,1,2.0,4.15,0.2641509433962264,0,38,38.0,0.0,2885,0,0
13608,176,1,232.05,232.05,110.0,1,1.0,2.58,0.4607329842931937,0,176,176.0,0.0,3479,0,1
13609,229,1,167.35,167.35,19.0,1,1.0,1.0,0.4692622950819672,0,229,229.0,1.0,3775,0,1
13610,23,8,1006.08,125.76,46.875,6,1.3333333333333333,8.43,0.1813063063063063,0,339,48.42857142857143,0.0,1666,0,0
13611,10,10,2118.63,211.863,122.5,6,1.6666666666666667,10.0,0.0887573964497041,0,372,41.333333333333336,0.0,840,0,0
13612,154,2,777.79,388.895,219.0,2,1.0,4.38,0.2720848056537102,0,268,268.0,0.0,1970,0,0
13613,88,5,1039.85,207.97,89.0,3,1.6666666666666667,6.85,0.4943820224719101,0,296,74.0,0.0,1622,0,0
13614,29,2,747.28,373.64,128.5,2,1.0,5.28,0.0717821782178217,0,187,187.0,0.4060057809656353,2031,0,0
13615,30,10,5812.24,581.2239999999999,270.8,8,1.25,9.55,0.2993348115299334,1,316,35.111111111111114,0.0605085130689716,223,0,0
13616,204,2,283.85,141.925,86.0,2,1.0,2.8,0.2982456140350877,0,327,327.0,0.6270917738242029,3283,0,0
13617,44,6,719.62,119.93666666666668,48.66666666666666,3,2.0,6.18,0.5339805825242718,0,131,26.2,0.4787248825769156,2086,0,0
13619,180,2,224.94,112.47,39.5,2,1.0,1.68,0.2769230769230769,0,310,310.0,0.5543700542366854,3519,0,0
13620,164,1,112.34,112.34,74.0,1,1.0,1.45,0.4581005586592179,0,164,164.0,0.0,4035,0,1
13622,324,2,651.45,325.725,188.5,1,2.0,3.92,0.4668587896253602,0,332,332.0,0.0,2193,0,0
13623,16,8,1760.53,220.06625,89.75,5,1.6,8.43,0.1171548117154811,0,373,53.285714285714285,0.0,1012,0,0
13624,17,2,427.18,213.59,407.0,1,2.0,4.15,0.2179487179487179,0,24,24.0,0.0,2748,0,0
13625,232,1,301.26,301.26,144.0,1,1.0,2.12,0.4696356275303643,0,232,232.0,0.0,3211,0,1
13626,10,2,432.26,216.13,93.0,1,2.0,4.6,0.1666666666666666,0,15,15.0,0.0,2730,0,0
13627,124,3,593.53,197.84333333333333,120.33333333333331,2,1.5,5.05,0.4052287581699346,0,276,138.0,0.5105554900342021,2333,0,0
13628,312,1,310.14,310.14,106.0,1,1.0,2.12,0.4770642201834862,0,312,312.0,0.0,3164,0,1
13629,49,8,5578.5,697.3125,418.75,7,1.1428571428571428,9.1,0.4213759213759213,1,302,43.142857142857146,0.0887335305189567,233,0,0
13632,30,4,1517.68,379.42,150.0,3,1.3333333333333333,7.08,0.1541095890410959,0,247,82.33333333333333,0.0,1173,0,0
13633,239,1,0.0,0.0,-1.0,1,1.0,1.0,0.4704724409448819,0,239,239.0,0.0,4347,0,1
13634,10,12,2932.49,244.37416666666664,102.83333333333331,6,2.0,10.0,0.1102204408817635,0,334,30.363636363636363,0.9889888797574756,556,0,0
13635,73,5,1877.19,375.438,238.4,2,2.5,6.85,0.336405529953917,0,374,93.5,0.0,955,0,0
13639,72,1,312.93,312.93,197.0,1,1.0,2.58,0.4137931034482758,0,72,72.0,0.0,3142,0,0
13640,247,1,405.0,405.0,108.0,1,1.0,2.12,0.4713740458015267,0,247,247.0,0.0,2817,0,1
13641,276,7,921.82,131.6885714285714,154.28571428571428,2,3.5,5.28,1.0,0,370,61.66666666666666,0.2431060293766679,1766,1,0
13642,68,4,147.17,36.7925,19.75,1,4.0,3.25,0.902654867256637,0,68,22.666666666666668,1.0,3870,1,0
13643,16,12,1592.73,132.7275,51.75,6,2.0,8.43,0.1654135338345864,0,367,33.36363636363637,0.0,1117,0,0
13646,35,3,323.3,107.76666666666668,26.0,1,3.0,4.82,0.5384615384615384,0,35,17.5,0.0,3094,0,0
13647,130,4,1393.56,348.39,227.0,3,1.3333333333333333,6.18,0.6866197183098591,0,239,79.66666666666667,0.370777002784236,1269,0,0
13648,36,11,1679.01,152.63727272727272,84.36363636363636,7,1.5714285714285714,7.98,0.3435114503816794,0,374,37.4,0.1848946700734361,1070,0,0
13649,2,5,1304.88,260.976,142.0,5,1.0,8.2,0.0179372197309417,0,163,40.75,0.2901186315983079,1349,0,0
13650,10,9,1289.16,143.23999999999998,84.0,7,1.2857142857142858,8.88,0.091324200913242,0,318,39.75,0.0,1366,0,0
13651,17,2,114.75,57.375,13.5,1,2.0,3.02,0.265625,0,17,17.0,0.0,4025,0,0
13652,4,3,1475.77,491.92333333333335,330.6666666666667,3,1.0,7.52,0.0125786163522012,0,288,144.0,0.0,1196,0,0
13653,123,1,152.2,152.2,72.0,1,1.0,1.45,0.4456521739130434,0,123,123.0,0.0,3846,0,1
13654,16,5,3600.67,720.134,516.0,5,1.0,8.88,0.0739030023094688,1,373,93.25,0.5200254397098318,428,0,0
13655,10,6,1326.33,221.055,101.16666666666669,4,1.5,8.2,0.0827814569536423,0,227,45.4,0.0,1329,0,0
13656,94,5,673.7,134.74,73.8,4,1.25,5.72,0.6460481099656358,0,231,57.75,0.0,2152,0,0
13658,19,6,3350.6,558.4333333333333,189.5,5,1.2,8.88,0.1240208877284595,0,308,61.6,0.2031874888079747,471,0,0
13659,52,14,3165.78,226.12714285714287,116.07142857142856,8,1.75,9.1,0.6883910386965376,0,296,22.76923076923077,0.0,499,0,0
13660,31,2,295.74,147.87,67.0,1,2.0,4.15,0.3039215686274509,0,36,36.0,0.0,3238,0,0
13661,239,1,325.24,325.24,118.0,1,1.0,2.12,0.4704724409448819,0,239,239.0,0.0,3085,0,1
13662,21,10,1304.05,130.405,61.4,5,2.0,8.43,0.2202797202797203,0,294,32.666666666666664,0.0,1350,0,0
13663,16,5,1824.14,364.828,160.0,3,1.6666666666666667,7.75,0.0935672514619883,0,282,70.5,0.1509423618801188,980,0,0
13664,318,1,0.0,0.0,-1.0,1,1.0,1.0,0.4774774774774775,0,318,318.0,0.0,4309,0,1
13665,22,3,1711.66,570.5533333333334,550.6666666666666,3,1.0,7.08,0.1294117647058823,0,140,70.0,0.0,1044,0,0
13666,56,2,43.25,21.625,6.5,2,1.0,2.58,0.0725388601036269,0,371,371.0,0.0,4226,0,0
13668,18,18,6445.37,358.0761111111111,129.33333333333334,10,1.8,9.55,0.247172859450727,1,364,21.41176470588235,0.2348274808118075,198,0,0
13669,43,1,195.0,195.0,156.0,1,1.0,1.9,0.3706896551724138,0,43,43.0,0.0,3652,0,0
13671,30,1,172.6,172.6,95.0,1,1.0,2.35,0.3333333333333333,0,30,30.0,0.0,3749,0,0
13672,366,1,233.53,233.53,81.0,1,1.0,2.12,0.4803149606299212,0,366,366.0,0.0,3474,0,1
13674,65,2,215.88,107.94,49.0,1,2.0,2.58,0.3915662650602409,0,68,68.0,1.0,3560,0,0
13676,175,3,153.15,51.05,19.666666666666668,2,1.5,2.8,0.6140350877192983,0,255,127.5,0.0,3839,0,0
13677,40,2,551.24,275.62,108.5,2,1.0,4.82,0.1169590643274853,0,156,156.0,0.5030113924969161,2417,0,0
13679,129,3,281.26,93.75333333333332,34.0,3,1.0,3.92,0.3216957605985037,0,371,185.5,0.0,3293,0,0
13680,107,8,7700.55,962.56875,413.75,6,1.3333333333333333,8.65,0.7867647058823529,1,371,53.0,0.0,140,1,0
13683,93,1,258.6,258.6,180.0,1,1.0,2.58,0.4305555555555556,0,93,93.0,0.0,3377,0,1
13684,26,4,482.29,120.5725,46.25,3,1.3333333333333333,5.95,0.1291390728476821,0,257,85.66666666666667,0.6704679756992681,2598,0,0
13686,16,2,337.04,168.52,154.0,1,2.0,4.15,0.1538461538461538,0,37,37.0,0.0,3037,0,0
13687,74,1,11880.84,11880.84,87167.0,1,1.0,5.95,0.4157303370786517,1,74,74.0,0.0,79,0,0
13688,271,1,375.5,375.5,130.0,1,1.0,2.12,0.4737762237762238,0,271,271.0,1.0,2904,0,1
13689,80,1,349.5,349.5,210.0,1,1.0,2.58,0.4210526315789473,0,80,80.0,0.0,2983,0,0
13691,32,1,212.78,212.78,145.0,1,1.0,2.35,0.3404255319148936,0,32,32.0,0.0,3575,0,0
13692,36,3,1549.58,516.5266666666666,288.3333333333333,2,1.5,6.62,0.4186046511627907,0,56,28.0,0.0,1150,0,0
13693,10,11,1980.32,180.0290909090909,79.72727272727273,6,1.8333333333333333,8.88,0.0965250965250965,0,368,36.8,0.2969570574452614,909,0,0
13694,9,105,128172.42,1220.6897142857142,1177.5142857142855,13,8.076923076923077,10.0,0.2423614707405489,1,371,3.5673076923076925,0.0361714322004687,5,0,0
13695,213,1,266.6,266.6,188.0,1,1.0,2.12,0.4671052631578947,0,213,213.0,0.0,3337,0,1
13696,57,4,2008.7,502.175,136.5,4,1.0,6.62,0.2273936170212766,0,331,110.33333333333331,0.0,891,0,0
13698,232,2,451.73,225.865,113.5,2,1.0,2.8,0.3493975903614458,0,317,317.0,0.0,2675,0,0
13699,183,2,402.82,201.41,74.0,1,2.0,2.8,0.4552238805970149,0,186,186.0,0.0,2824,0,0
13700,53,4,321.09,80.2725,123.5,2,2.0,4.38,0.2264957264957265,0,306,102.0,0.0842442928773864,3112,0,0
13701,73,2,159.55,79.775,39.5,1,2.0,2.12,0.3762886597938144,0,82,82.0,1.0,3814,0,0
13702,81,1,135.18,135.18,74.0,1,1.0,1.45,0.421875,0,81,81.0,0.0,3927,0,0
13703,49,2,0.0,0.0,0.0,1,2.0,2.58,0.3712121212121212,0,51,51.0,0.0,4290,0,0
13705,9,5,1323.47,264.694,129.2,5,1.0,8.2,0.05625,0,260,65.0,0.0,1333,0,0
13706,262,1,300.38,300.38,112.0,1,1.0,2.12,0.4729241877256318,0,262,262.0,0.0,3216,0,1
13707,65,3,2559.45,853.15,619.6666666666666,2,1.5,7.75,0.3217821782178218,0,172,86.0,0.0,659,0,0
13709,82,5,1263.7,252.74,122.8,4,1.25,6.85,0.4173027989821883,0,333,83.25,0.3896257023027617,1399,0,0
13710,59,2,329.04,164.52,80.0,2,1.0,3.7,0.1121673003802281,0,248,248.0,0.0,3067,0,0
13711,42,13,1380.55,106.19615384615383,50.46153846153846,5,2.6,7.98,0.4548736462093862,0,374,31.166666666666668,0.0977871138314439,1277,0,0
13712,246,1,537.58,537.58,776.0,1,1.0,3.25,0.4712643678160919,0,246,246.0,0.0,2457,0,1
13713,44,3,740.76,246.92,94.66666666666669,3,1.0,5.5,0.1767068273092369,0,219,109.5,0.0,2042,0,0
13714,101,1,161.35,161.35,50.0,1,1.0,1.45,0.4353448275862069,0,101,101.0,0.0,3804,0,1
13715,8,14,7328.75,523.4821428571429,309.85714285714283,9,1.5555555555555556,10.0,0.1108742004264392,1,274,21.07692307692308,0.0758028313150264,155,0,0
13717,88,4,315.79,78.9475,45.75,2,2.0,3.92,0.7951807228915663,0,121,40.333333333333336,0.0,3132,1,0
13719,29,6,1741.4,290.2333333333333,163.16666666666666,5,1.2,7.75,0.2570921985815603,0,207,41.4,0.061852532445159,1028,0,0
13721,31,1,217.4,217.4,196.0,1,1.0,2.35,0.3369565217391304,0,31,31.0,0.0,3552,0,0
13722,56,7,3260.0,465.7142857142857,236.8571428571429,4,1.75,8.43,0.4516129032258064,0,282,47.0,0.0,488,0,0
13723,28,5,994.23,198.846,110.0,4,1.25,7.75,0.1824104234527687,0,247,61.75,0.0,1679,0,0
13724,273,1,213.01,213.01,130.0,1,1.0,1.0,0.4739583333333333,0,273,273.0,0.0,3573,0,1
13727,247,7,727.92,103.98857142857142,29.0,4,1.75,5.28,1.0,0,366,61.0,0.0,2066,1,0
13728,23,10,1839.03,183.903,81.1,10,1.0,8.43,0.2065868263473054,0,366,40.66666666666666,0.0,975,0,0
13729,71,5,676.43,135.286,81.0,2,2.5,5.72,0.3736842105263158,0,320,80.0,0.5290717443046583,2147,0,0
13733,46,3,484.53,161.51,111.0,2,1.5,5.5,0.1147132169576059,0,371,185.5,0.0,2594,0,0
13734,144,6,3445.34,574.2233333333332,34.833333333333336,2,3.0,7.98,1.0,0,238,47.6,0.0,454,1,0
13735,12,14,6657.88,475.5628571428571,211.8571428571429,7,2.0,10.0,0.1400359066427289,1,362,27.846153846153847,0.1683914399178117,185,0,0
13736,61,9,1979.37,219.93,116.11111111111111,4,2.25,7.98,0.4989775051124744,0,369,46.125,0.7981984166679298,911,0,0
13738,32,1,434.78,434.78,237.0,1,1.0,3.48,0.3404255319148936,0,32,32.0,0.0,2716,0,0
13739,163,1,75.3,75.3,22.0,1,1.0,1.45,0.4578651685393258,0,163,163.0,0.0,4167,0,1
13740,51,4,1232.02,308.005,140.5,4,1.0,6.62,0.1830143540669856,0,373,124.33333333333331,0.0,1435,0,0
13745,177,2,469.73,234.865,317.5,1,2.0,4.38,0.449238578680203,0,182,182.0,0.0,2624,0,0
13746,49,1,176.69,176.69,83.0,1,1.0,1.9,0.3828125,0,49,49.0,0.0,3729,0,0
13747,9,2,169.8,84.9,30.0,2,1.0,3.48,0.06,0,60,60.0,0.0,3765,0,0
13748,9,5,1320.1,264.02,133.8,4,1.25,8.2,0.0414746543778801,0,374,93.5,0.0,1336,0,0
13749,337,1,0.0,0.0,-7.0,1,1.0,1.0,0.4786931818181818,0,337,337.0,0.0,4303,0,1
13750,10,8,1916.34,239.5425,105.5,5,1.6,8.88,0.0977653631284916,0,253,36.142857142857146,0.165816086915683,938,0,0
13752,163,1,404.45,404.45,131.0,1,1.0,2.58,0.4578651685393258,0,163,163.0,0.0,2819,0,1
13753,234,3,1353.31,451.1033333333333,312.6666666666667,3,1.0,5.72,0.582089552238806,0,372,186.0,0.0,1307,0,0
13754,73,1,164.45,164.45,101.0,1,1.0,1.45,0.4147727272727273,0,73,73.0,0.0,3787,0,0
13756,3,11,3983.33,362.1209090909091,203.27272727272728,9,1.2222222222222223,10.0,0.0294117647058823,1,360,36.0,0.0,374,0,0
13757,310,1,195.55,195.55,54.0,1,1.0,1.0,0.4769230769230769,0,310,310.0,0.0,3651,0,1
13758,2,14,6072.59,433.75642857142856,229.64285714285717,9,1.5555555555555556,10.0,0.0228471001757469,1,374,28.76923076923077,0.1717240913679336,208,0,0
13760,40,4,1071.85,267.9625,105.5,4,1.0,6.62,0.218978102189781,0,229,76.33333333333333,0.6541307085879554,1592,0,0
13761,138,4,881.52,220.38,109.25,3,1.3333333333333333,5.05,0.6142433234421365,0,292,97.33333333333331,0.6852028314729104,1831,0,0
13762,229,4,2165.76,541.4399999999999,584.0,3,1.3333333333333333,6.85,0.9063324538258576,0,334,111.33333333333331,0.7013519503546101,821,1,0
13763,24,3,3492.53,1164.1766666666667,831.6666666666666,3,1.0,8.2,0.2376237623762376,0,71,35.5,0.0,443,0,0
13764,205,3,1400.2,466.73333333333335,386.0,2,1.5,5.72,0.6655844155844156,0,278,139.0,0.6686473360948436,1262,0,0
13765,289,1,352.821,352.821,297.0,1,1.0,2.12,0.4753289473684211,0,289,289.0,0.0,2973,0,1
13766,131,1,190.35,190.35,137.0,1,1.0,1.45,0.4486301369863014,0,131,131.0,1.0,3669,0,1
13767,5,48,18169.97,378.5410416666667,164.1875,13,3.692307692307693,10.0,0.1088971269694161,1,374,7.957446808510638,0.1725594483645267,49,0,0
13768,199,8,758.0699999999999,94.75875,44.625,3,2.6666666666666665,5.95,1.0,0,374,53.42857142857143,0.4703391507380585,2013,1,0
13769,3,14,2994.76,213.91142857142856,100.42857142857144,9,1.5555555555555556,10.0,0.0351985559566787,0,359,27.615384615384617,0.0,543,0,0
13770,58,4,785.37,196.3425,117.0,4,1.0,5.5,0.2116788321167883,0,366,122.0,0.0,1961,0,0
13771,169,5,3094.37,618.874,332.6,3,1.6666666666666667,7.98,0.971264367816092,0,288,72.0,0.0,518,1,0
13772,31,6,1957.89,326.315,147.33333333333334,4,1.5,7.75,0.2123287671232876,0,290,58.0,0.0,919,0,0
13773,32,2,301.54,150.77,87.0,2,1.0,4.15,0.0516129032258064,0,295,295.0,0.0,3210,0,0
13775,226,1,1049.66,1049.66,455.0,1,1.0,4.38,0.4688796680497925,0,226,226.0,0.0,1613,0,1
13776,64,6,0.0,0.0,-0.3333333333333333,2,3.0,3.92,0.4071246819338422,0,318,63.6,0.0,4345,0,0
13777,1,42,30268.22,720.6719047619048,327.6666666666667,12,3.5,10.0,0.020748987854251,1,373,9.097560975609756,0.058014643741852,24,0,0
13778,127,4,937.84,234.46,110.0,3,1.3333333333333333,6.18,0.774390243902439,0,201,67.0,0.3760876055617163,1746,1,0
13779,151,1,161.13,161.13,53.0,1,1.0,1.45,0.4548192771084337,0,151,151.0,0.0,3805,0,1
13780,43,1,372.06,372.06,161.0,1,1.0,3.03,0.3706896551724138,0,43,43.0,0.0,2916,0,0
13781,228,3,643.04,214.34666666666664,89.66666666666667,2,1.5,4.6,0.5891472868217055,0,357,178.5,0.0,2207,0,0
13782,89,8,869.27,108.65875,34.125,7,1.1428571428571428,6.4,0.6571729957805906,0,369,52.71428571428572,1.0,1849,0,0
13783,123,4,1542.09,385.5225,859.25,4,1.0,6.18,0.5211864406779662,0,309,103.0,0.0,1155,0,0
13784,70,4,434.39,108.5975,82.25,2,2.0,4.38,0.8015267175572518,0,86,28.666666666666668,0.0232509956490711,2717,1,0
13785,64,4,542.49,135.6225,37.75,2,2.0,5.5,0.6808510638297872,0,96,32.0,0.1478921270438165,2444,0,0
13786,3,8,2505.46,313.1825,187.75,6,1.3333333333333333,10.0,0.0220125786163522,0,372,53.142857142857146,0.4765033167562044,678,0,0
13787,92,7,864.66,123.52285714285712,92.85714285714286,4,1.75,5.72,0.6571428571428571,0,330,55.0,0.0,1854,0,0
13788,141,1,3.75,3.75,1.0,1,1.0,1.45,0.4519230769230769,0,141,141.0,0.0,4275,0,1
13789,24,1,239.46,239.46,258.0,1,1.0,3.48,0.3076923076923077,0,24,24.0,0.0,3450,0,0
13792,58,1,188.4,188.4,64.0,1,1.0,1.9,0.3972602739726027,0,58,58.0,0.0,3678,0,0
13793,282,1,96.0,96.0,52.0,1,1.0,1.0,0.4747474747474747,0,282,282.0,0.0,4110,0,1
13794,182,1,126.03,126.03,63.0,1,1.0,1.0,0.4619289340101523,0,182,182.0,0.0,3978,0,1
13795,24,4,836.3,209.075,312.5,4,1.0,5.95,0.1132075471698113,0,273,91.0,0.2267129020686356,1892,0,0
13796,135,1,289.7,289.7,218.0,1,1.0,2.58,0.45,0,135,135.0,0.0,3260,0,1
13797,72,4,1168.45,292.1125,142.5,3,1.3333333333333333,6.18,0.3292682926829268,0,283,94.33333333333331,0.0,1496,0,0
13798,8,63,37222.05,590.8261904761905,379.3015873015873,13,4.846153846153846,10.0,0.1912104857363145,1,367,5.919354838709677,0.3334711548665374,20,0,0
13799,73,11,1350.96,122.81454545454544,86.9090909090909,6,1.8333333333333333,7.52,0.8488372093023255,0,280,28.0,0.2844421744537218,1309,1,0
13800,66,2,1121.24,560.62,280.0,2,1.0,5.95,0.0852713178294573,0,372,372.0,0.0,1548,0,0
13802,10,18,21585.29,1199.1827777777778,641.6111111111111,10,1.8,10.0,0.1539855072463768,1,297,17.470588235294116,0.1698448341439934,37,0,0
13803,67,3,1042.04,347.34666666666664,232.66666666666663,3,1.0,6.62,0.2359154929577464,0,254,127.0,0.0,1619,0,0
13804,71,2,572.73,286.365,167.5,1,2.0,4.38,0.4080459770114942,0,72,72.0,0.0,2376,0,0
13807,3,4,397.3,99.325,28.5,3,1.3333333333333333,5.28,0.0108173076923076,0,371,123.66666666666669,0.0,2841,0,0
13809,30,2,524.65,262.325,126.0,2,1.0,5.28,0.1351351351351351,0,96,96.0,0.2421614409606404,2497,0,0
13813,157,7,1333.01,190.43,103.71428571428572,5,1.4,6.85,1.0,0,369,61.5,0.2124140103975214,1325,1,0
13814,149,2,676.95,338.475,174.5,2,1.0,4.38,0.4185393258426966,0,163,163.0,0.0,2146,0,0
13815,32,5,3270.88,654.176,560.2,5,1.0,8.88,0.1772853185595568,0,301,75.25,0.0,485,0,0
13818,65,1,61.28,61.28,60.0,1,1.0,1.9,0.40625,0,65,65.0,0.0,4194,0,0
13819,305,4,1490.75,372.6875,298.25,2,2.0,5.72,1.0,0,374,124.66666666666669,0.0,1190,1,0
13820,54,5,632.5,126.5,56.4,3,1.6666666666666667,6.18,0.2872340425531915,0,316,79.0,0.4209169960474309,2239,0,0
13821,28,5,969.74,193.948,63.6,2,2.5,7.75,0.14,0,340,85.0,0.0,1706,0,0
13823,15,6,2400.89,400.1483333333333,186.83333333333331,5,1.2,9.33,0.0862068965517241,0,360,72.0,0.0,725,0,0
13824,15,9,1574.42,174.93555555555557,74.0,7,1.2857142857142858,8.88,0.1526717557251908,0,273,34.125,0.1181387431562099,1128,0,0
13825,257,2,255.59,127.795,91.0,2,1.0,2.8,0.337270341207349,0,366,366.0,0.4391016862944559,3386,0,0
13829,57,1,102.0,102.0,12.0,1,1.0,1.9,0.3958333333333333,0,57,57.0,0.0,4087,0,0
13830,210,2,135.95000000000002,67.97500000000001,22.5,1,2.0,1.68,0.4525862068965517,0,217,217.0,0.0,3920,0,0
13831,5,15,4780.69,318.7126666666666,120.4,9,1.6666666666666667,10.0,0.0608695652173913,1,365,26.071428571428573,0.1242080118141941,282,0,0
13832,58,1,557.69,557.69,392.0,1,1.0,4.15,0.3972602739726027,0,58,58.0,0.0,2404,0,0
13833,40,1,316.56,316.56,126.0,1,1.0,3.03,0.3636363636363636,0,40,40.0,1.0,3129,0,0
13834,212,3,247.89,82.63,71.33333333333333,3,1.0,3.47,0.5463917525773195,0,358,179.0,0.0,3414,0,0
13835,155,4,210.25,52.5625,17.75,3,1.3333333333333333,2.8,0.7131901840490797,0,281,93.66666666666669,0.0,3585,1,0
13836,35,3,602.52,200.84,90.0,2,1.5,5.95,0.4375,0,50,25.0,0.0,2310,0,0
13838,5,7,1245.91,177.98714285714286,74.28571428571429,3,2.333333333333333,8.2,0.0491803278688524,0,215,35.833333333333336,1.0,1419,0,0
13839,122,1,139.95000000000002,139.95000000000002,25.0,1,1.0,1.45,0.4452554744525547,0,122,122.0,0.0,3903,0,1
13840,52,1,651.4,651.4,358.0,1,1.0,4.15,0.3880597014925373,0,52,52.0,0.0,2194,0,0
13842,2,11,2219.34,201.75818181818184,100.36363636363636,7,1.5714285714285714,10.0,0.0223713646532438,0,297,29.7,0.1393657573873313,795,0,0
13843,17,1,319.75,319.75,145.0,1,1.0,3.48,0.265625,0,17,17.0,0.0,3118,0,0
13846,35,1,442.73,442.73,317.0,1,1.0,3.48,0.35,0,35,35.0,0.0,2698,0,0
13847,355,1,310.72,310.72,96.0,1,1.0,2.12,0.4797297297297297,0,355,355.0,1.0,3157,0,1
13848,2,6,2080.0,346.6666666666667,1083.3333333333333,6,1.0,9.33,0.0113378684807256,0,366,73.2,0.1538461538461538,862,0,0
13849,33,4,1905.85,476.4625,216.25,3,1.3333333333333333,7.08,0.1622950819672131,0,260,86.66666666666667,0.2647322716897972,942,0,0
13851,15,6,1865.3,310.8833333333333,135.66666666666666,3,2.0,8.2,0.0961538461538461,0,315,63.0,0.0,963,0,0
13852,242,2,170.45000000000002,85.22500000000001,39.5,1,2.0,1.68,0.4636015325670498,0,246,246.0,0.0,3761,0,0
13854,1,17,4133.19,243.12882352941173,83.0,10,1.7,10.0,0.0138888888888888,1,336,21.0,0.1619620680394562,353,0,0
13855,136,5,1253.94,250.788,112.2,4,1.25,6.85,0.6370023419203747,0,367,91.75,0.0,1410,0,0
13856,99,10,695.48,69.548,60.2,6,1.6666666666666667,6.4,1.0,0,255,28.33333333333333,0.0929286248346465,2118,1,0
13857,29,7,997.11,142.4442857142857,111.42857142857144,5,1.4,7.75,0.2929292929292929,0,207,34.5,0.1867196197009357,1677,0,0
13859,165,1,314.7,314.7,38.0,1,1.0,2.58,0.4583333333333333,0,165,165.0,0.0,3135,0,1
13861,65,3,251.31,83.77,73.33333333333333,3,1.0,4.38,0.3316326530612244,0,166,83.0,0.511042139190641,3399,0,0
13862,25,1,346.73,346.73,239.0,1,1.0,3.48,0.3125,0,25,25.0,0.0,2993,0,0
13863,84,4,918.07,229.5175,81.75,4,1.0,5.05,0.4598540145985402,0,229,76.33333333333333,0.3316958401864781,1772,0,0
